id,category,name_zh,summary,shape_primary,difficulty,intensity,style_tags,best_crops,perspective_dependency,image
LE-019,LE,胯侧靠墙·胸胯反向S线,一侧骨盆/胯部轻触墙面形成侧向支点；借助支点让骨盆与胸腔轻度反向侧移。,S_CURVE,easy,2,优雅|柔和,full_body|three_quarter,low,assets/pose-images/LE-019.webp
LE-020,LE,胯侧靠墙·前倾对角,一侧骨盆/胯部轻触墙面形成侧向支点；从髋部向支点或镜头方向前倾，形成明显斜线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/LE-020.webp
LE-021,LE,胯侧靠墙·后仰扭转,一侧骨盆/胯部轻触墙面形成侧向支点；利用支点打开胸腔并加入轻微反向扭转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/LE-021.webp
LE-022,LE,前臂撑墙·胸胯反向S线,一侧或双侧前臂接触墙面形成上肢支点；借助支点让骨盆与胸腔轻度反向侧移。,S_CURVE,easy,2,优雅|柔和,full_body|three_quarter,low,assets/pose-images/LE-022.webp
LE-023,LE,前臂撑墙·前倾对角,一侧或双侧前臂接触墙面形成上肢支点；从髋部向支点或镜头方向前倾，形成明显斜线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/LE-023.webp
LE-024,LE,前臂撑墙·后仰扭转,一侧或双侧前臂接触墙面形成上肢支点；利用支点打开胸腔并加入轻微反向扭转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/LE-024.webp
LE-025,LE,单手高撑墙·胸胯反向S线,一手高位撑墙，身体与墙形成对角关系；借助支点让骨盆与胸腔轻度反向侧移。,S_CURVE,medium,3,优雅|柔和,full_body|three_quarter,low,assets/pose-images/LE-025.webp
LE-026,LE,单手高撑墙·前倾对角,一手高位撑墙，身体与墙形成对角关系；从髋部向支点或镜头方向前倾，形成明显斜线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/LE-026.webp
LE-027,LE,单手高撑墙·后仰扭转,一手高位撑墙，身体与墙形成对角关系；利用支点打开胸腔并加入轻微反向扭转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/LE-027.webp
LE-028,LE,双手撑墙·胸胯反向S线,双手同时接触墙面，上身与墙之间保留空间；借助支点让骨盆与胸腔轻度反向侧移。,S_CURVE,medium,3,优雅|柔和,full_body|three_quarter,low,assets/pose-images/LE-028.webp
LE-029,LE,双手撑墙·前倾对角,双手同时接触墙面，上身与墙之间保留空间；从髋部向支点或镜头方向前倾，形成明显斜线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/LE-029.webp
LE-030,LE,双手撑墙·后仰扭转,双手同时接触墙面，上身与墙之间保留空间；利用支点打开胸腔并加入轻微反向扭转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/LE-030.webp
LE-031,LE,侧肩靠柱·胸胯反向S线,一侧肩部靠立柱形成窄支点；借助支点让骨盆与胸腔轻度反向侧移。,S_CURVE,easy,2,优雅|柔和,full_body|three_quarter,low,assets/pose-images/LE-031.webp
LE-032,LE,侧肩靠柱·前倾对角,一侧肩部靠立柱形成窄支点；从髋部向支点或镜头方向前倾，形成明显斜线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/LE-032.webp
LE-033,LE,侧肩靠柱·后仰扭转,一侧肩部靠立柱形成窄支点；利用支点打开胸腔并加入轻微反向扭转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/LE-033.webp
LE-034,LE,背靠立柱·胸胯反向S线,背部局部靠柱，身体可在柱两侧形成扭转；借助支点让骨盆与胸腔轻度反向侧移。,S_CURVE,easy,2,优雅|柔和,full_body|three_quarter,low,assets/pose-images/LE-034.webp
LE-035,LE,背靠立柱·前倾对角,背部局部靠柱，身体可在柱两侧形成扭转；从髋部向支点或镜头方向前倾，形成明显斜线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/LE-035.webp
LE-036,LE,背靠立柱·后仰扭转,背部局部靠柱，身体可在柱两侧形成扭转；利用支点打开胸腔并加入轻微反向扭转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/LE-036.webp
LE-037,LE,扶栏杆·胸胯反向S线,单手或前臂轻扶栏杆作为侧向支点；借助支点让骨盆与胸腔轻度反向侧移。,S_CURVE,easy,2,优雅|柔和,full_body|three_quarter,low,assets/pose-images/LE-037.webp
LE-038,LE,扶栏杆·前倾对角,单手或前臂轻扶栏杆作为侧向支点；从髋部向支点或镜头方向前倾，形成明显斜线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/LE-038.webp
LE-039,LE,扶栏杆·后仰扭转,单手或前臂轻扶栏杆作为侧向支点；利用支点打开胸腔并加入轻微反向扭转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/LE-039.webp
LE-040,LE,手撑台面·胸胯反向S线,单手或双手触及台面形成较低上肢支点；借助支点让骨盆与胸腔轻度反向侧移。,S_CURVE,easy,2,优雅|柔和,full_body|three_quarter,low,assets/pose-images/LE-040.webp
LE-041,LE,手撑台面·前倾对角,单手或双手触及台面形成较低上肢支点；从髋部向支点或镜头方向前倾，形成明显斜线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/LE-041.webp
LE-042,LE,手撑台面·后仰扭转,单手或双手触及台面形成较低上肢支点；利用支点打开胸腔并加入轻微反向扭转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/LE-042.webp
LE-043,LE,扶椅背·胸胯反向S线,手部扶住椅背，身体与椅背保持可见关系；借助支点让骨盆与胸腔轻度反向侧移。,S_CURVE,easy,2,优雅|柔和,full_body|three_quarter,low,assets/pose-images/LE-043.webp
LE-044,LE,扶椅背·前倾对角,手部扶住椅背，身体与椅背保持可见关系；从髋部向支点或镜头方向前倾，形成明显斜线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/LE-044.webp
LE-045,LE,扶椅背·后仰扭转,手部扶住椅背，身体与椅背保持可见关系；利用支点打开胸腔并加入轻微反向扭转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/LE-045.webp
LE-046,LE,门框单臂支撑·胸胯反向S线,一侧手臂扶门框，身体向外形成开放空间；借助支点让骨盆与胸腔轻度反向侧移。,S_CURVE,easy,2,优雅|柔和,full_body|three_quarter,low,assets/pose-images/LE-046.webp
LE-047,LE,门框单臂支撑·前倾对角,一侧手臂扶门框，身体向外形成开放空间；从髋部向支点或镜头方向前倾，形成明显斜线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/LE-047.webp
LE-048,LE,门框单臂支撑·后仰扭转,一侧手臂扶门框，身体向外形成开放空间；利用支点打开胸腔并加入轻微反向扭转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/LE-048.webp
WK-001,WK,自然中步幅,正常步幅行走，在前后脚交换中定格,DIAGONAL,easy,2,自然|松弛,full_body,medium,assets/pose-images/WK-001.webp
WK-002,WK,交叉步行走,前脚略跨过身体中线，形成更时装化步态,S_CURVE,medium,3,时尚编辑|优雅,full_body,medium,assets/pose-images/WK-002.webp
WK-003,WK,长步幅前行,前后脚距离较大，身体有明确前进方向,DIAGONAL,medium,3,力量感|时尚编辑,full_body,medium,assets/pose-images/WK-003.webp
WK-004,WK,慢步拖后脚,前脚落地，后脚轻拖或脚尖点地,VERTICAL,easy,2,松弛|优雅,full_body,medium,assets/pose-images/WK-004.webp
WK-005,WK,行走回头,身体继续前行，头肩回转看向后方,TWIST,medium,3,自然|活泼,full_body,medium,assets/pose-images/WK-005.webp
WK-006,WK,行走中转身,步伐保持连续，同时胸腔开始向侧方转动,TWIST,medium,3,时尚编辑|活泼,full_body,medium,assets/pose-images/WK-006.webp
WK-007,WK,脚尖先行轻步,前脚脚尖先触地，步态轻盈,ASYMMETRIC,easy,2,柔和|活泼,full_body,medium,assets/pose-images/WK-007.webp
WK-008,WK,后脚跟抬起停步,前脚稳定、后脚跟抬起，形成瞬间停格,DIAGONAL,easy,2,时尚编辑|优雅,full_body,medium,assets/pose-images/WK-008.webp
WK-009,WK,侧向横移步,身体朝镜头或侧面，双脚向侧方向移动,HORIZONTAL,medium,3,活泼|时尚编辑,full_body,medium,assets/pose-images/WK-009.webp
WK-010,WK,行走前伸手,行走中一臂向前或镜头方向延展,FORWARD,medium,3,活泼|戏剧化,full_body,high,assets/pose-images/WK-010.webp
WK-011,WK,自然中步幅·上身纵向放松,自然步幅行走，前后脚清晰分离；上身保持自然竖直，肩臂随步伐轻摆。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter,low,assets/pose-images/WK-011.webp
WK-012,WK,自然中步幅·胸胯轻扭臂摆,自然步幅行走，前后脚清晰分离；胸腔与骨盆随步伐产生更明显反向旋转，强化动势。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/WK-012.webp
WK-013,WK,长步幅前行·上身纵向放松,加大前后步幅，形成更强纵向动势；上身保持自然竖直，肩臂随步伐轻摆。,VERTICAL,medium,3,清冷|优雅,full_body|three_quarter,low,assets/pose-images/WK-013.webp
WK-014,WK,长步幅前行·胸胯轻扭臂摆,加大前后步幅，形成更强纵向动势；胸腔与骨盆随步伐产生更明显反向旋转，强化动势。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/WK-014.webp
WK-015,WK,短碎步·上身纵向放松,较小步幅连续前行，身体保持轻盈；上身保持自然竖直，肩臂随步伐轻摆。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter,low,assets/pose-images/WK-015.webp
WK-016,WK,短碎步·胸胯轻扭臂摆,较小步幅连续前行，身体保持轻盈；胸腔与骨盆随步伐产生更明显反向旋转，强化动势。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/WK-016.webp
WK-017,WK,交叉步·上身纵向放松,前脚跨过身体中线，形成时装式交叉行走；上身保持自然竖直，肩臂随步伐轻摆。,VERTICAL,medium,3,清冷|优雅,full_body|three_quarter,low,assets/pose-images/WK-017.webp
WK-018,WK,交叉步·胸胯轻扭臂摆,前脚跨过身体中线，形成时装式交叉行走；胸腔与骨盆随步伐产生更明显反向旋转，强化动势。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/WK-018.webp
WK-019,WK,侧移步·上身纵向放松,身体沿横向移动，双脚依次侧向换位；上身保持自然竖直，肩臂随步伐轻摆。,VERTICAL,medium,3,清冷|优雅,full_body|three_quarter,low,assets/pose-images/WK-019.webp
WK-020,WK,侧移步·胸胯轻扭臂摆,身体沿横向移动，双脚依次侧向换位；胸腔与骨盆随步伐产生更明显反向旋转，强化动势。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/WK-020.webp
WK-021,WK,回身步·上身纵向放松,行走中身体开始回身，步伐与上身方向产生差异；上身保持自然竖直，肩臂随步伐轻摆。,VERTICAL,medium,3,清冷|优雅,full_body|three_quarter,low,assets/pose-images/WK-021.webp
WK-022,WK,回身步·胸胯轻扭臂摆,行走中身体开始回身，步伐与上身方向产生差异；胸腔与骨盆随步伐产生更明显反向旋转，强化动势。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/WK-022.webp
WK-023,WK,半转步·上身纵向放松,一步完成过程中身体旋转约四分之一到半圈；上身保持自然竖直，肩臂随步伐轻摆。,VERTICAL,medium,4,清冷|优雅,full_body|three_quarter,low,assets/pose-images/WK-023.webp
WK-024,WK,半转步·胸胯轻扭臂摆,一步完成过程中身体旋转约四分之一到半圈；胸腔与骨盆随步伐产生更明显反向旋转，强化动势。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/WK-024.webp
WK-025,WK,脚尖先行轻步·上身纵向放松,前脚以脚尖/前脚掌轻触，形成轻盈步态；上身保持自然竖直，肩臂随步伐轻摆。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter,low,assets/pose-images/WK-025.webp
WK-026,WK,脚尖先行轻步·胸胯轻扭臂摆,前脚以脚尖/前脚掌轻触，形成轻盈步态；胸腔与骨盆随步伐产生更明显反向旋转，强化动势。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/WK-026.webp
WK-027,WK,后脚拖步·上身纵向放松,前脚已承重，后脚保持延迟离地形成拖尾线；上身保持自然竖直，肩臂随步伐轻摆。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter,low,assets/pose-images/WK-027.webp
WK-028,WK,后脚拖步·胸胯轻扭臂摆,前脚已承重，后脚保持延迟离地形成拖尾线；胸腔与骨盆随步伐产生更明显反向旋转，强化动势。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/WK-028.webp
WK-029,WK,快步急停·上身纵向放松,快速行走后突然停止，腿部保持前后张力；上身保持自然竖直，肩臂随步伐轻摆。,VERTICAL,medium,4,清冷|优雅,full_body|three_quarter,low,assets/pose-images/WK-029.webp
WK-030,WK,快步急停·胸胯轻扭臂摆,快速行走后突然停止，腿部保持前后张力；胸腔与骨盆随步伐产生更明显反向旋转，强化动势。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/WK-030.webp
WK-031,WK,走向镜头·上身纵向放松,沿镜头轴线前行，前后腿产生明显透视层次；上身保持自然竖直，肩臂随步伐轻摆。,VERTICAL,medium,3,清冷|优雅,full_body|three_quarter,low,assets/pose-images/WK-031.webp
WK-032,WK,走向镜头·胸胯轻扭臂摆,沿镜头轴线前行，前后腿产生明显透视层次；胸腔与骨盆随步伐产生更明显反向旋转，强化动势。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/WK-032.webp
MV-001,MV,原地旋转,以一脚为轴或小步旋转，躯干与手臂产生离心感,TWIST,medium,3,活泼|戏剧化,full_body,medium,assets/pose-images/MV-001.webp
MV-002,MV,小幅跳起,双脚或单脚短暂离地，保持可控的轻跳,OPEN,hard,4,活泼|运动感,full_body,medium,assets/pose-images/MV-002.webp
MV-003,MV,跨步腾跃,一脚蹬地向前跨出，身体形成大对角线,DIAGONAL,hard,4,运动感|戏剧化,full_body,medium,assets/pose-images/MV-003.webp
MV-004,MV,踏步急停转体,迈步后突然停下并让胸腔继续旋转,TWIST,medium,3,时尚编辑|戏剧化,full_body,medium,assets/pose-images/MV-004.webp
MV-005,MV,弓步大幅前伸,身体进入弓步，同时上肢向前或斜前方延伸,FORWARD,hard,4,力量感|戏剧化,full_body,high,assets/pose-images/MV-005.webp
MV-006,MV,大臂横扫,身体稳定或移动中，手臂横向扫过形成运动轨迹,HORIZONTAL,medium,3,戏剧化|时尚编辑,full_body,medium,assets/pose-images/MV-006.webp
MV-007,MV,动态后弓,动作过程中胸腔快速打开并形成后弓,ARCH,hard,4,戏剧化|时尚编辑,full_body,medium,assets/pose-images/MV-007.webp
MV-008,MV,起跑前倾,身体明显前倾，一脚在前一脚在后，像启动瞬间,DIAGONAL,medium,3,运动感|力量感,full_body,medium,assets/pose-images/MV-008.webp
MV-009,MV,轻快跳步,一步一跳或单脚轻点，重心有明显上浮,ASYMMETRIC,medium,3,活泼|自然,full_body,medium,assets/pose-images/MV-009.webp
MV-010,MV,身体摆荡,骨盆与胸腔向相反方向连续摆动,S_CURVE,medium,3,活泼|时尚编辑,full_body,medium,assets/pose-images/MV-010.webp
MV-011,MV,躯干快速侧甩,下肢稳定，躯干向一侧快速偏移形成瞬时对角,DIAGONAL,hard,4,戏剧化|时尚编辑,full_body,medium,assets/pose-images/MV-011.webp
MV-012,MV,由地面起身,从低位或地面向上起身，在重心迁移中定格,DIAGONAL,hard,4,力量感|时尚编辑,full_body,medium,assets/pose-images/MV-012.webp
MV-013,MV,下沉到低蹲,从站姿快速下降到低蹲，中途定格,COMPACT,hard,4,运动感|戏剧化,full_body,medium,assets/pose-images/MV-013.webp
MV-014,MV,转身同时延展,身体旋转同时一侧手臂向外拉开,TWIST,medium,3,戏剧化|优雅,full_body,medium,assets/pose-images/MV-014.webp
MV-015,MV,冲镜前伸,身体向镜头靠近并单臂前伸，夸张前后尺度,FORWARD,hard,4,戏剧化|活泼,full_body,high,assets/pose-images/MV-015.webp
MV-016,MV,原地转身·开放延展,以脚下支点完成快速转身，衣摆/头发可形成滞后感；四肢与胸腔向外打开，形成大尺度开放轮廓。,OPEN,medium,4,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/MV-016.webp
MV-017,MV,原地转身·对角冲刺,以脚下支点完成快速转身，衣摆/头发可形成滞后感；头、躯干与肢体沿主要运动方向形成强对角线。,DIAGONAL,hard,5,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/MV-017.webp
MV-018,MV,原地转身·螺旋扭转,以脚下支点完成快速转身，衣摆/头发可形成滞后感；骨盆与胸腔在动态中反向旋转，形成明显螺旋。,TWIST,hard,5,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/MV-018.webp
MV-019,MV,半圈旋转·开放延展,身体完成更大幅度旋转，形成明显离心线条；四肢与胸腔向外打开，形成大尺度开放轮廓。,OPEN,hard,5,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/MV-019.webp
MV-020,MV,半圈旋转·对角冲刺,身体完成更大幅度旋转，形成明显离心线条；头、躯干与肢体沿主要运动方向形成强对角线。,DIAGONAL,hard,5,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/MV-020.webp
MV-021,MV,半圈旋转·螺旋扭转,身体完成更大幅度旋转，形成明显离心线条；骨盆与胸腔在动态中反向旋转，形成明显螺旋。,TWIST,hard,5,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/MV-021.webp
MV-022,MV,小跳落地·开放延展,轻跳后进入落地瞬间，双膝吸收冲击；四肢与胸腔向外打开，形成大尺度开放轮廓。,OPEN,medium,4,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/MV-022.webp
MV-023,MV,小跳落地·对角冲刺,轻跳后进入落地瞬间，双膝吸收冲击；头、躯干与肢体沿主要运动方向形成强对角线。,DIAGONAL,hard,5,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/MV-023.webp
MV-024,MV,小跳落地·螺旋扭转,轻跳后进入落地瞬间，双膝吸收冲击；骨盆与胸腔在动态中反向旋转，形成明显螺旋。,TWIST,hard,5,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/MV-024.webp
MV-025,MV,跨步跃起·开放延展,以前后跨步带动身体短暂腾空；四肢与胸腔向外打开，形成大尺度开放轮廓。,OPEN,hard,5,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/MV-025.webp
MV-026,MV,跨步跃起·对角冲刺,以前后跨步带动身体短暂腾空；头、躯干与肢体沿主要运动方向形成强对角线。,DIAGONAL,hard,5,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/MV-026.webp
MV-027,MV,跨步跃起·螺旋扭转,以前后跨步带动身体短暂腾空；骨盆与胸腔在动态中反向旋转，形成明显螺旋。,TWIST,hard,5,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/MV-027.webp
MV-028,MV,侧向跨跃·开放延展,身体横向移动并短暂腾空，形成大横向线；四肢与胸腔向外打开，形成大尺度开放轮廓。,OPEN,hard,5,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/MV-028.webp
MV-029,MV,侧向跨跃·对角冲刺,身体横向移动并短暂腾空，形成大横向线；头、躯干与肢体沿主要运动方向形成强对角线。,DIAGONAL,hard,5,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/MV-029.webp
MV-030,MV,侧向跨跃·螺旋扭转,身体横向移动并短暂腾空，形成大横向线；骨盆与胸腔在动态中反向旋转，形成明显螺旋。,TWIST,hard,5,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/MV-030.webp
MV-031,MV,急停转体·开放延展,移动后急停，同时上身继续旋转形成惯性差；四肢与胸腔向外打开，形成大尺度开放轮廓。,OPEN,medium,4,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/MV-031.webp
MV-032,MV,急停转体·对角冲刺,移动后急停，同时上身继续旋转形成惯性差；头、躯干与肢体沿主要运动方向形成强对角线。,DIAGONAL,hard,5,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/MV-032.webp
MV-033,MV,急停转体·螺旋扭转,移动后急停，同时上身继续旋转形成惯性差；骨盆与胸腔在动态中反向旋转，形成明显螺旋。,TWIST,hard,5,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/MV-033.webp
MV-034,MV,深弓步推进·开放延展,进入深弓步并向前推进，腿部形成强烈前后线；四肢与胸腔向外打开，形成大尺度开放轮廓。,OPEN,medium,4,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/MV-034.webp
MV-035,MV,深弓步推进·对角冲刺,进入深弓步并向前推进，腿部形成强烈前后线；头、躯干与肢体沿主要运动方向形成强对角线。,DIAGONAL,hard,5,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/MV-035.webp
MV-036,MV,深弓步推进·螺旋扭转,进入深弓步并向前推进，腿部形成强烈前后线；骨盆与胸腔在动态中反向旋转，形成明显螺旋。,TWIST,hard,5,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/MV-036.webp
MV-037,MV,上身摆荡·开放延展,下盘稳定，上身从一侧摆向另一侧形成惯性；四肢与胸腔向外打开，形成大尺度开放轮廓。,OPEN,medium,4,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/MV-037.webp
MV-038,MV,上身摆荡·对角冲刺,下盘稳定，上身从一侧摆向另一侧形成惯性；头、躯干与肢体沿主要运动方向形成强对角线。,DIAGONAL,hard,5,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/MV-038.webp
MV-039,MV,上身摆荡·螺旋扭转,下盘稳定，上身从一侧摆向另一侧形成惯性；骨盆与胸腔在动态中反向旋转，形成明显螺旋。,TWIST,hard,5,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/MV-039.webp
MV-040,MV,后仰甩臂·开放延展,身体向后打开同时手臂快速向后/侧甩出；四肢与胸腔向外打开，形成大尺度开放轮廓。,OPEN,hard,5,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/MV-040.webp
MV-041,MV,后仰甩臂·对角冲刺,身体向后打开同时手臂快速向后/侧甩出；头、躯干与肢体沿主要运动方向形成强对角线。,DIAGONAL,hard,5,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/MV-041.webp
MV-042,MV,后仰甩臂·螺旋扭转,身体向后打开同时手臂快速向后/侧甩出；骨盆与胸腔在动态中反向旋转，形成明显螺旋。,TWIST,hard,5,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/MV-042.webp
MV-043,MV,起身瞬间·开放延展,从低位向站立位起身，捕捉重心上移过程；四肢与胸腔向外打开，形成大尺度开放轮廓。,OPEN,medium,4,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/MV-043.webp
MV-044,MV,起身瞬间·对角冲刺,从低位向站立位起身，捕捉重心上移过程；头、躯干与肢体沿主要运动方向形成强对角线。,DIAGONAL,hard,5,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/MV-044.webp
MV-045,MV,起身瞬间·螺旋扭转,从低位向站立位起身，捕捉重心上移过程；骨盆与胸腔在动态中反向旋转，形成明显螺旋。,TWIST,hard,5,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/MV-045.webp
MV-046,MV,下沉瞬间·开放延展,从高位快速下沉到低位，捕捉重心下降过程；四肢与胸腔向外打开，形成大尺度开放轮廓。,OPEN,medium,4,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/MV-046.webp
MV-047,MV,下沉瞬间·对角冲刺,从高位快速下沉到低位，捕捉重心下降过程；头、躯干与肢体沿主要运动方向形成强对角线。,DIAGONAL,hard,5,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/MV-047.webp
MV-048,MV,下沉瞬间·螺旋扭转,从高位快速下沉到低位，捕捉重心下降过程；骨盆与胸腔在动态中反向旋转，形成明显螺旋。,TWIST,hard,5,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/MV-048.webp
